word,word_mark,pos_tag,annotation
five,five,NUM,O
th,th,NOUN,O
r,##r,NOUN,O
ifts,##ifts,NOUN,O
of,of,ADP,O
more,more,ADJ,O
than,than,SCONJ,O
$,$,SYM,O
130,130,NUM,O
million,million,NUM,O
through,through,ADP,O
a,a,DET,O
compl,compl,ADJ,O
icated,##icated,ADJ,O
sche,sche,NOUN,O
me,##me,NOUN,O
to,to,PART,O
in,in,VERB,O
fl,##fl,VERB,O
ate,##ate,VERB,O
the,the,DET,O
price,price,NOUN,O
of,of,ADP,O
land,land,NOUN,O
and,and,CCONJ,O
cond,cond,NOUN,O
ominium,##ominium,NOUN,O
const,const,NOUN,O
ruction,##ruction,NOUN,O
along,along,ADP,O
Inter,Inter,PROPN,B-geo
state,##state,PROPN,I-geo
30,30,NUM,I-geo
",",",",PUNCT,O
east,east,NOUN,O
of,of,ADP,O
Dallas,Dallas,PROPN,B-geo
.,.,PUNCT,O
###,###,SPACE,O
Oak,Oak,PROPN,B-geo
land,##land,PROPN,I-geo
offic,offic,NOUN,O
ials,##ials,NOUN,O
were,were,AUX,O
still,still,ADV,O
unc,unc,ADJ,O
ertain,##ertain,ADJ,O
about,about,ADP,O
the,the,DET,O
m,m,NOUN,O
agn,##agn,NOUN,O
itude,##itude,NOUN,O
of,of,ADP,O
struct,struct,ADJ,O
ural,##ural,ADJ,O
damage,damage,NOUN,O
late,late,ADJ,O
yes,yes,NOUN,O
terday,##terday,NOUN,O
;,;,PUNCT,O
a,a,DET,O
section,section,NOUN,O
of,of,ADP,O
I,I,PROPN,B-geo
-,-,PUNCT,I-geo
880,880,NUM,I-geo
",",",",PUNCT,O
a,a,DET,O
tw,tw,ADJ,O
ot,##ot,ADJ,O
ie,##ie,ADJ,O
red,##red,ADJ,O
high,high,NOUN,O
way,##way,NOUN,O
",",",",PUNCT,O
coll,coll,VERB,O
apsed,##apsed,VERB,O
in,in,ADP,O
Oak,Oak,PROPN,B-geo
land,##land,PROPN,I-geo
",",",",PUNCT,O
ca,ca,VERB,O
using,##using,VERB,O
a,a,DET,O
majority,majority,NOUN,O
of,of,ADP,O
the,the,DET,O
death,death,NOUN,O
s,##s,NOUN,O
result,result,VERB,O
ing,##ing,VERB,O
from,from,ADP,O
the,the,DET,O
qu,qu,NOUN,O
ake,##ake,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
That,That,DET,O
includes,includes,VERB,O
d,d,NOUN,O
well,##well,NOUN,O
ings,##ings,NOUN,O
in,in,ADP,O
the,the,DET,O
rav,rav,VERB,O
aged,##aged,VERB,O
Mar,Mar,PROPN,B-geo
ina,##ina,PROPN,I-geo
dist,dist,NOUN,O
rict,##rict,NOUN,O
that,that,DET,O
must,must,AUX,O
be,be,AUX,O
dem,dem,VERB,O
ol,##ol,VERB,O
ished,##ished,VERB,O
",",",",PUNCT,O
pe,pe,VERB,O
eled,##eled,VERB,O
business,business,NOUN,O
fac,fac,NOUN,O
ades,##ades,NOUN,O
south,south,ADV,O
of,of,ADP,O
Market,Market,PROPN,B-geo
Street,Street,PROPN,I-geo
",",",",PUNCT,O
and,and,CCONJ,O
houses,houses,NOUN,O
in,in,ADP,O
the,the,DET,O
city,city,NOUN,O
's,'s,PART,O
outer,outer,ADJ,O
Rich,Rich,PROPN,B-geo
mond,##mond,PROPN,I-geo
dist,dist,NOUN,O
rict,##rict,NOUN,O
that,that,DET,O
were,were,AUX,O
he,he,VERB,O
aved,##aved,VERB,O
off,off,ADP,O
their,their,PRON,O
found,found,NOUN,O
ations,##ations,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Some,Some,DET,O
250,250,NUM,O
",","##,",NUM,O
000,##000,NUM,O
cars,cars,NOUN,O
norm,norm,ADV,O
ally,##ally,ADV,O
cross,cross,VERB,O
the,the,DET,O
closed,closed,ADJ,O
Bay,Bay,PROPN,B-geo
Bridge,Bridge,PROPN,I-geo
between,between,ADP,O
Oak,Oak,PROPN,B-geo
land,##land,PROPN,I-geo
and,and,CCONJ,O
San,San,PROPN,B-geo
Franc,Franc,PROPN,I-geo
isco,##isco,PROPN,I-geo
daily,daily,ADV,O
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
Hun,Hun,PROPN,O
Sen,Sen,PROPN,O
reg,reg,NOUN,O
ime,##ime,NOUN,O
has,has,AUX,O
sent,sent,VERB,O
th,th,NOUN,O
ousands,##ousands,NOUN,O
of,of,ADP,O
cons,cons,ADJ,O
cript,##cript,ADJ,O
lab,lab,NOUN,O
orers,##orers,NOUN,O
to,to,PART,O
die,die,VERB,O
of,of,ADP,O
mal,mal,NOUN,O
aria,##aria,NOUN,O
and,and,CCONJ,O
mal,mal,NOUN,O
n,##n,NOUN,O
our,##our,NOUN,O
ishment,##ishment,NOUN,O
while,while,SCONJ,O
building,building,VERB,O
C,C,PROPN,B-geo
amb,##amb,PROPN,I-geo
od,##od,PROPN,I-geo
ia,##ia,PROPN,I-geo
's,'s,PART,O
equ,equ,NOUN,O
ivalent,##ivalent,NOUN,O
of,of,ADP,O
the,the,DET,B-geo
Ber,Ber,PROPN,I-geo
lin,##lin,PROPN,I-geo
Wall,Wall,PROPN,I-geo
near,near,SCONJ,O
the,the,DET,O
Th,Th,PROPN,O
ai,##ai,PROPN,O
border,border,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
N,N,PROPN,O
RC,##RC,PROPN,O
re,re,VERB,O
jected,##jected,VERB,O
Mr,Mr,PROPN,O
.,##.,PROPN,O
Sh,Sh,PROPN,O
annon,##annon,PROPN,O
's,'s,PART,O
argument,argument,NOUN,O
that,that,SCONJ,O
Public,Public,PROPN,O
Service,Service,PROPN,O
Co,Co,PROPN,O
.,##.,PROPN,O
of,of,ADP,O
New,New,PROPN,B-geo
H,H,PROPN,I-geo
amp,##amp,PROPN,I-geo
shire,##shire,PROPN,I-geo
",",",",PUNCT,O
which,which,DET,O
own,own,VERB,O
s,##s,VERB,O
the,the,DET,O
largest,largest,ADJ,O
share,share,NOUN,O
of,of,ADP,O
Se,Se,PROPN,B-geo
ab,##ab,PROPN,I-geo
ro,##ro,PROPN,I-geo
ok,##ok,PROPN,I-geo
",",",",PUNCT,O
and,and,CCONJ,O
11,11,NUM,O
other,other,ADJ,O
owners,owners,NOUN,O
are,are,VERB,O
fin,fin,ADV,O
an,##an,ADV,O
cially,##cially,ADV,O
un,un,ADJ,O
able,##able,ADJ,O
to,to,PART,O
gu,gu,VERB,O
arant,##arant,VERB,O
ee,##ee,VERB,O
the,the,DET,O
plant,plant,NOUN,O
's,'s,PART,O
safe,safe,ADJ,O
operation,operation,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
I,I,PRON,O
was,was,AUX,O
driving,driving,VERB,O
my,my,PRON,O
t,t,NOUN,O
ruck,##ruck,NOUN,O
",",",",PUNCT,O
st,st,VERB,O
opped,##opped,VERB,O
at,at,ADP,O
a,a,DET,O
red,red,ADJ,O
light,light,NOUN,O
at,at,ADP,O
the,the,DET,O
cor,cor,NOUN,O
ner,##ner,NOUN,O
of,of,ADP,O
Sh,Sh,PROPN,B-geo
att,##att,PROPN,I-geo
uck,##uck,PROPN,I-geo
and,and,CCONJ,O
Al,Al,PROPN,B-geo
cat,##cat,PROPN,I-geo
raz,##raz,PROPN,I-geo
at,at,ADP,O
the,the,DET,O
Oak,Oak,PROPN,B-geo
land,##land,PROPN,I-geo
-,-,PUNCT,O
Ber,Ber,PROPN,O
keley,##keley,PROPN,O
border,border,NOUN,O
when,when,ADV,O
it,it,PRON,O
hit,hit,VERB,O
.,.,PUNCT,O
###,###,SPACE,O
I,I,PRON,O
ro,ro,VERB,O
de,##de,VERB,O
it,it,PRON,O
out,out,ADP,O
on,on,ADP,O
the,the,DET,O
second,second,ADJ,O
floor,floor,NOUN,O
of,of,ADP,O
Le,Le,PROPN,O
o,##o,PROPN,O
's,'s,PART,O
at,at,ADP,O
55,55,ADJ,B-geo
th,##th,ADJ,I-geo
and,and,CCONJ,O
Te,Te,PROPN,B-geo
legraph,##legraph,PROPN,I-geo
in,in,ADP,O
Oak,Oak,PROPN,B-geo
land,##land,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
Philipp,Philipp,PROPN,O
e,##e,PROPN,O
Gr,Gr,PROPN,O
as,##as,PROPN,O
",",",",PUNCT,O
a,a,DET,O
Ren,Ren,PROPN,O
ault,##ault,PROPN,O
man,man,NOUN,O
aging,##aging,NOUN,O
director,director,NOUN,O
",",",",PUNCT,O
said,said,VERB,O
the,the,DET,O
new,new,ADJ,O
line,line,NOUN,O
will,will,AUX,O
cover,cover,VERB,O
t,t,NOUN,O
ru,##ru,NOUN,O
cks,##cks,NOUN,O
of,of,ADP,O
between,between,ADP,O
2,2,NUM,O
.,##.,NUM,O
5,##5,NUM,O
tons,tons,NOUN,O
and,and,CCONJ,O
4,4,NUM,O
.,##.,NUM,O
2,##2,NUM,O
tons,tons,NOUN,O
and,and,CCONJ,O
will,will,AUX,O
be,be,AUX,O
built,built,VERB,O
at,at,ADP,O
Ren,Ren,PROPN,O
ault,##ault,PROPN,O
's,'s,PART,O
B,B,PROPN,B-geo
ap,##ap,PROPN,I-geo
illy,##illy,PROPN,I-geo
plant,plant,NOUN,O
in,in,ADP,O
France,France,PROPN,B-geo
and,and,CCONJ,O
at,at,ADP,O
DA,DA,PROPN,O
F,##F,PROPN,O
's,'s,PART,O
British,British,ADJ,O
plant,plant,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
In,In,ADP,O
terms,terms,NOUN,O
of,of,ADP,O
d,d,NOUN,O
ivers,##ivers,NOUN,O
ions,##ions,NOUN,O
",",",",PUNCT,O
Denver,Denver,PROPN,B-geo
's,'s,PART,O
St,St,PROPN,B-geo
ap,##ap,PROPN,I-geo
leton,##leton,PROPN,I-geo
International,International,PROPN,I-geo
may,may,AUX,O
have,have,AUX,O
exper,exper,VERB,O
ienced,##ienced,VERB,O
the,the,DET,O
most,most,ADV,O
far,far,ADV,O
-,-,PUNCT,O
fl,fl,ADJ,O
ung,##ung,ADJ,O
:,:,PUNCT,O
A,A,DET,O
United,United,PROPN,O
flight,flight,NOUN,O
from,from,ADP,O
Japan,Japan,PROPN,B-geo
was,was,AUX,O
rer,rer,VERB,O
outed,##outed,VERB,O
there,there,ADV,O
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
five,five,NUM,O
-,-,PUNCT,O
member,member,NOUN,O
Atl,Atl,PROPN,O
antis,##antis,PROPN,O
crew,crew,NOUN,O
will,will,AUX,O
conduct,conduct,VERB,O
sever,sever,ADJ,O
al,##al,ADJ,O
exper,exper,NOUN,O
iments,##iments,NOUN,O
",",",",PUNCT,O
including,including,VERB,O
growing,growing,VERB,O
pl,pl,NOUN,O
ants,##ants,NOUN,O
and,and,CCONJ,O
processing,processing,VERB,O
poly,poly,ADJ,O
meric,##meric,ADJ,O
material,material,NOUN,O
s,##s,NOUN,O
in,in,ADP,O
space,space,NOUN,O
",",",",PUNCT,O
before,before,ADP,O
their,their,PRON,O
sc,sc,VERB,O
hed,##hed,VERB,O
uled,##uled,VERB,O
land,land,NOUN,O
ing,##ing,NOUN,O
at,at,ADP,O
Ed,Ed,PROPN,B-geo
wards,##wards,PROPN,I-geo
Air,Air,PROPN,I-geo
Force,Force,PROPN,I-geo
Base,Base,PROPN,I-geo
",",",",PUNCT,O
Calif,Calif,PROPN,B-geo
.,##.,PROPN,I-geo
",",",",PUNCT,O
Monday,Monday,PROPN,O
.,.,PUNCT,O
###,###,SPACE,O
After,After,ADP,O
f,f,VERB,O
ailing,##ailing,VERB,O
to,to,PART,O
find,find,VERB,O
a,a,DET,O
buy,buy,NOUN,O
er,##er,NOUN,O
for,for,ADP,O
the,the,DET,B-geo
S,S,PROPN,I-geo
ears,##ears,PROPN,I-geo
T,T,PROPN,I-geo
ower,##ower,PROPN,I-geo
in,in,ADP,O
Chicago,Chicago,PROPN,B-geo
",",",",PUNCT,O
S,S,PROPN,O
ears,##ears,PROPN,O
",",",",PUNCT,O
Ro,Ro,PROPN,O
eb,##eb,PROPN,O
uck,##uck,PROPN,O
-,-,PUNCT,O
AMP,##AMP,PUNCT,O
-,##-,PUNCT,O
Co,Co,PROPN,O
.,##.,PROPN,O
is,is,AUX,O
neg,neg,VERB,O
oti,##oti,VERB,O
ating,##ating,VERB,O
with,with,ADP,O
Boston,Boston,PROPN,B-geo
p,p,NOUN,O
ension,##ension,NOUN,O
fund,fund,NOUN,O
ad,ad,NOUN,O
vis,##vis,NOUN,O
er,##er,NOUN,O
A,A,PROPN,O
ld,##ld,PROPN,O
rich,##rich,PROPN,O
",",",",PUNCT,O
East,East,PROPN,O
man,##man,PROPN,O
-,-,PROPN,O
AMP,##AMP,PROPN,O
-,##-,PROPN,O
W,W,PROPN,O
alt,##alt,PROPN,O
ch,##ch,PROPN,O
Inc,Inc,PROPN,O
.,##.,PROPN,O
to,to,PART,O
ref,ref,VERB,O
inance,##inance,VERB,O
the,the,DET,O
property,property,NOUN,O
for,for,ADP,O
close,close,ADJ,O
to,to,PART,O
$,$,SYM,O
850,850,NUM,O
million,million,NUM,O
",",",",PUNCT,O
according,according,VERB,O
to,to,ADP,O
people,people,NOUN,O
close,close,ADJ,O
to,to,ADP,O
the,the,DET,O
neg,neg,NOUN,O
oti,##oti,NOUN,O
ations,##ations,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Two,Two,NUM,O
Air,Air,PROPN,O
Force,Force,PROPN,O
fac,fac,NOUN,O
ilities,##ilities,NOUN,O
near,near,SCONJ,O
Sac,Sac,PROPN,B-geo
rament,##rament,PROPN,I-geo
o,##o,PROPN,I-geo
",",",",PUNCT,O
and,and,CCONJ,O
T,T,PROPN,B-geo
ravis,##ravis,PROPN,I-geo
Air,Air,PROPN,I-geo
Force,Force,PROPN,I-geo
Base,Base,PROPN,I-geo
",",",",PUNCT,O
50,50,NUM,O
m,m,NOUN,O
iles,##iles,NOUN,O
n,n,ADV,O
ort,##ort,ADV,O
heast,##heast,ADV,O
of,of,ADP,O
San,San,PROPN,B-geo
Franc,Franc,PROPN,I-geo
isco,##isco,PROPN,I-geo
",",",",PUNCT,O
were,were,AUX,O
design,design,VERB,O
ated,##ated,VERB,O
to,to,PART,O
ser,ser,VERB,O
ve,##ve,VERB,O
as,as,ADP,O
medical,medical,ADJ,O
-,-,PUNCT,O
air,air,NOUN,O
lift,##lift,NOUN,O
cent,cent,NOUN,O
ers,##ers,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
In,In,ADP,O
add,add,NOUN,O
ition,##ition,NOUN,O
",",",",PUNCT,O
20,20,NUM,O
military,military,ADJ,O
police,police,NOUN,O
from,from,ADP,O
the,the,DET,O
Pres,Pres,PROPN,B-geo
id,##id,PROPN,I-geo
io,##io,PROPN,I-geo
",",",",PUNCT,O
a,a,DET,O
military,military,ADJ,O
base,base,NOUN,O
in,in,ADP,O
San,San,PROPN,B-geo
Franc,Franc,PROPN,I-geo
isco,##isco,PROPN,I-geo
",",",",PUNCT,O
are,are,AUX,O
ass,ass,VERB,O
isting,##isting,VERB,O
with,with,ADP,O
tra,tra,NOUN,O
ffic,##ffic,NOUN,O
control,control,NOUN,O
",",",",PUNCT,O
and,and,CCONJ,O
a,a,DET,O
N,N,PROPN,O
avy,##avy,PROPN,O
ship,ship,NOUN,O
was,was,AUX,O
m,m,VERB,O
oved,##oved,VERB,O
from,from,ADP,O
a,a,DET,O
n,n,ADJ,O
aval,##aval,ADJ,O
station,station,NOUN,O
at,at,ADP,O
Tre,Tre,PROPN,B-geo
asure,##asure,PROPN,I-geo
Is,Is,PROPN,I-geo
land,##land,PROPN,I-geo
near,near,SCONJ,O
the,the,DET,B-geo
Bay,Bay,PROPN,I-geo
Bridge,Bridge,PROPN,I-geo
to,to,ADP,O
San,San,PROPN,B-geo
Franc,Franc,PROPN,I-geo
isco,##isco,PROPN,I-geo
to,to,PART,O
help,help,VERB,O
fight,fight,VERB,O
fires,fires,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Keith,Keith,PROPN,O
M,M,PROPN,O
ul,##ul,PROPN,O
ro,##ro,PROPN,O
oney,##oney,PROPN,O
",",",",PUNCT,O
special,special,ADJ,O
ass,ass,NOUN,O
istant,##istant,NOUN,O
to,to,ADP,O
Federal,Federal,PROPN,O
High,High,PROPN,O
way,##way,PROPN,O
Administ,Administ,PROPN,O
rator,##rator,PROPN,O
Thomas,Thomas,PROPN,O
L,L,PROPN,O
arson,##arson,PROPN,O
",",",",PUNCT,O
also,also,ADV,O
said,said,VERB,O
that,that,SCONJ,O
after,after,ADP,O
the,the,DET,O
1971,1971,NUM,O
San,San,PROPN,B-geo
F,F,PROPN,I-geo
ernand,##ernand,PROPN,I-geo
o,##o,PROPN,I-geo
earth,earth,NOUN,O
qu,##qu,NOUN,O
ake,##ake,NOUN,O
in,in,ADP,O
Southern,Southern,PROPN,B-geo
California,California,PROPN,I-geo
",",",",PUNCT,O
the,the,DET,O
state,state,NOUN,O
set,set,VERB,O
t,t,ADJ,O
oug,##oug,ADJ,O
her,##her,ADJ,O
stand,stand,NOUN,O
ards,##ards,NOUN,O
for,for,ADP,O
brid,brid,NOUN,O
ges,##ges,NOUN,O
",",",",PUNCT,O
and,and,CCONJ,O
with,with,ADP,O
f,f,ADJ,O
ederal,##ederal,ADJ,O
aid,aid,NOUN,O
",",",",PUNCT,O
be,be,VERB,O
gan,##gan,VERB,O
a,a,DET,O
program,program,NOUN,O
to,to,PART,O
ret,ret,VERB,O
ro,##ro,VERB,O
fit,##fit,VERB,O
high,high,NOUN,B-geo
ways,##ways,NOUN,I-geo
and,and,CCONJ,O
brid,brid,NOUN,O
ges,##ges,NOUN,O
for,for,ADP,O
earth,earth,NOUN,O
qu,##qu,NOUN,O
ake,##ake,NOUN,O
h,h,NOUN,O
az,##az,NOUN,O
ards,##ards,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
ART,ART,PROPN,O
Y,##Y,PROPN,O
FA,FA,PROPN,O
X,##X,PROPN,O
from,from,ADP,O
David,David,PROPN,O
H,H,PROPN,O
ock,##ock,PROPN,O
ney,##ney,PROPN,O
be,be,VERB,O
gins,##gins,VERB,O
a,a,DET,O
t,t,NOUN,O
ong,##ong,NOUN,O
ue,##ue,NOUN,O
-,-,PUNCT,O
in,in,ADP,O
-,-,PUNCT,O
che,che,NOUN,O
ek,##ek,NOUN,O
ex,ex,NOUN,O
hibit,##hibit,NOUN,O
today,today,NOUN,O
at,at,ADP,O
New,New,PROPN,B-geo
York,York,PROPN,I-geo
's,'s,PART,O
Andre,Andre,PROPN,B-geo
Em,Em,PROPN,I-geo
mer,##mer,PROPN,I-geo
ich,##ich,PROPN,I-geo
Gallery,Gallery,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
`,`,PUNCT,O
`,`,PUNCT,O
A,A,NOUN,O
men,##men,NOUN,O
ities,##ities,NOUN,O
'','',PUNCT,O
planned,planned,VERB,O
for,for,ADP,O
Chicago,Chicago,PROPN,B-geo
's,'s,PART,O
new,new,ADJ,O
P,P,PROPN,B-geo
arks,##arks,PROPN,I-geo
h,##h,PROPN,I-geo
ore,##ore,PROPN,I-geo
T,T,PROPN,I-geo
ower,##ower,PROPN,I-geo
ap,ap,NOUN,O
artments,##artments,NOUN,O
include,include,VERB,O
an,an,DET,O
on,on,ADP,O
-,-,PUNCT,O
site,site,NOUN,O
invest,invest,NOUN,O
ment,##ment,NOUN,O
c,c,NOUN,O
oun,##oun,NOUN,O
sel,##sel,NOUN,O
or,##or,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Fortunately,Fortunately,ADV,O
",",",",PUNCT,O
the,the,DET,B-geo
Hub,Hub,PROPN,I-geo
ble,##ble,PROPN,I-geo
Space,Space,PROPN,I-geo
Tel,Tel,PROPN,I-geo
esc,##esc,PROPN,I-geo
ope,##ope,PROPN,I-geo
--,--,PUNCT,O
set,set,VERB,O
to,to,PART,O
be,be,AUX,O
laun,laun,VERB,O
ched,##ched,VERB,O
on,on,ADP,O
the,the,DET,O
shut,shut,NOUN,O
tle,##tle,NOUN,O
next,next,ADJ,O
year,year,NOUN,O
in,in,ADP,O
a,a,DET,O
search,search,NOUN,O
for,for,ADP,O
d,d,ADJ,O
istant,##istant,ADJ,O
s,s,ADJ,O
olar,##olar,ADJ,O
system,system,NOUN,O
s,##s,NOUN,O
and,and,CCONJ,O
light,light,NOUN,O
em,em,VERB,O
itted,##itted,VERB,O
14,14,NUM,O
billion,billion,NUM,O
years,years,NOUN,O
ago,ago,ADV,O
from,from,ADP,O
the,the,DET,O
f,f,ADJ,O
art,##art,ADJ,O
hest,##hest,ADJ,O
re,re,NOUN,O
aches,##aches,NOUN,O
of,of,ADP,O
the,the,DET,O
un,un,NOUN,O
iverse,##iverse,NOUN,O
--,--,PUNCT,O
was,was,AUX,O
m,m,VERB,O
oved,##oved,VERB,O
from,from,ADP,O
Sun,Sun,PROPN,B-geo
ny,##ny,PROPN,I-geo
vale,##vale,PROPN,I-geo
to,to,ADP,O
the,the,DET,B-geo
Kenn,Kenn,PROPN,I-geo
edy,##edy,PROPN,I-geo
Space,Space,PROPN,I-geo
Center,Center,PROPN,I-geo
in,in,ADP,O
Florida,Florida,PROPN,B-geo
at,at,ADP,O
the,the,DET,O
begin,begin,NOUN,O
ning,##ning,NOUN,O
of,of,ADP,O
October,October,PROPN,O
.,.,PUNCT,O
###,###,SPACE,O
High,High,NOUN,O
ways,##ways,NOUN,O
",",",",PUNCT,O
such,such,ADJ,O
as,as,ADP,O
the,the,DET,O
section,section,NOUN,O
of,of,ADP,O
Inter,Inter,PROPN,B-geo
state,##state,PROPN,I-geo
880,880,NUM,I-geo
that,that,DET,O
coll,coll,VERB,O
apsed,##apsed,VERB,O
in,in,ADP,O
Oak,Oak,PROPN,B-geo
land,##land,PROPN,I-geo
",",",",PUNCT,O
gener,gener,ADV,O
ally,##ally,ADV,O
don,don,AUX,O
't,##'t,AUX,O
have,have,VERB,O
ins,ins,NOUN,O
urance,##urance,NOUN,O
co,co,NOUN,O
verage,##verage,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
A,A,DET,O
quarter,quarter,NOUN,O
of,of,ADP,O
a,a,DET,O
million,million,NUM,O
people,people,NOUN,O
cross,cross,VERB,O
the,the,DET,B-geo
Bay,Bay,PROPN,I-geo
Bridge,Bridge,PROPN,I-geo
every,every,DET,O
day,day,NOUN,O
",",",",PUNCT,O
far,far,ADV,O
more,more,ADJ,O
than,than,SCONJ,O
the,the,DET,O
100,100,NUM,O
",","##,",NUM,O
000,##000,NUM,O
that,that,DET,O
use,use,VERB,O
the,the,DET,O
Bay,Bay,PROPN,O
Area,Area,PROPN,O
Rap,Rap,PROPN,O
id,##id,PROPN,O
Trans,Trans,PROPN,O
it,##it,PROPN,O
system,system,NOUN,O
-,-,PROPN,O
L,##L,PROPN,O
RB,##RB,PROPN,O
-,##-,PROPN,O
B,B,PROPN,O
ART,##ART,PROPN,O
-,-,PROPN,O
RR,##RR,PROPN,O
B,##B,PROPN,O
-,##-,PROPN,O
--,--,PUNCT,O
which,which,DET,O
was,was,AUX,O
working,working,VERB,O
but,but,CCONJ,O
was,was,AUX,O
n,n,PART,O
't,##'t,PART,O
st,st,VERB,O
opping,##opping,VERB,O
in,in,ADP,O
the,the,DET,O
city,city,NOUN,O
's,'s,PART,O
Financial,Financial,PROPN,B-geo
District,District,PROPN,I-geo
yes,yes,NOUN,O
terday,##terday,NOUN,O
after,after,NOUN,O
noon,##noon,NOUN,O
because,because,SCONJ,O
electric,electric,NOUN,O
ity,##ity,NOUN,O
was,was,AUX,O
shut,shut,VERB,O
off,off,ADP,O
and,and,CCONJ,O
the,the,DET,O
area,area,NOUN,O
was,was,AUX,O
being,being,AUX,O
checked,checked,VERB,O
for,for,ADP,O
gas,gas,NOUN,O
le,le,NOUN,O
aks,##aks,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
heart,heart,NOUN,O
of,of,ADP,O
the,the,DET,O
earth,earth,NOUN,O
qu,##qu,NOUN,O
ake,##ake,NOUN,O
",",",",PUNCT,O
6,6,NUM,O
.,##.,NUM,O
9,##9,NUM,O
on,on,ADP,O
the,the,DET,O
Rich,Rich,PROPN,O
ter,##ter,PROPN,O
scale,scale,NOUN,O
",",",",PUNCT,O
was,was,AUX,O
50,50,NUM,O
m,m,NOUN,O
iles,##iles,NOUN,O
to,to,ADP,O
the,the,DET,O
south,south,NOUN,O
",",",",PUNCT,O
near,near,SCONJ,O
Santa,Santa,PROPN,B-geo
Cruz,Cruz,PROPN,I-geo
",",",",PUNCT,O
but,but,CCONJ,O
its,its,PRON,O
ter,ter,ADJ,O
rible,##rible,ADJ,O
f,f,NOUN,O
ist,##ist,NOUN,O
stru,stru,VERB,O
ck,##ck,VERB,O
here,here,ADV,O
on,on,ADP,O
the,the,DET,B-geo
N,N,PROPN,I-geo
im,##im,PROPN,I-geo
itz,##itz,PROPN,I-geo
Fre,Fre,PROPN,I-geo
eway,##eway,PROPN,I-geo
",",",",PUNCT,O
a,a,DET,O
major,major,ADJ,O
arter,arter,NOUN,O
y,##y,NOUN,O
serving,serving,VERB,O
the,the,DET,B-geo
Bay,Bay,PROPN,I-geo
Bridge,Bridge,PROPN,I-geo
between,between,ADP,O
Oak,Oak,PROPN,B-geo
land,##land,PROPN,I-geo
and,and,CCONJ,O
San,San,PROPN,B-geo
Franc,Franc,PROPN,I-geo
isco,##isco,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
Gr,Gr,PROPN,O
anges,##anges,PROPN,O
Inc,Inc,PROPN,O
.,##.,PROPN,O
",",",",PUNCT,O
c,c,VERB,O
iting,##iting,VERB,O
dep,dep,ADJ,O
ressed,##ressed,ADJ,O
gold,gold,NOUN,O
pr,pr,NOUN,O
ices,##ices,NOUN,O
",",",",PUNCT,O
said,said,VERB,O
it,it,PRON,O
pl,pl,VERB,O
ans,##ans,VERB,O
to,to,PART,O
susp,susp,VERB,O
end,##end,VERB,O
oper,oper,NOUN,O
ations,##ations,NOUN,O
for,for,ADP,O
an,an,DET,O
ind,ind,ADJ,O
ef,##ef,ADJ,O
inite,##inite,ADJ,O
period,period,NOUN,O
at,at,ADP,O
its,its,PRON,O
T,T,PROPN,B-geo
art,##art,PROPN,I-geo
an,##an,PROPN,I-geo
gold,gold,NOUN,O
mine,mine,NOUN,O
in,in,ADP,O
Man,Man,PROPN,B-geo
it,##it,PROPN,I-geo
oba,##oba,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
Gr,Gr,NOUN,O
anges,##anges,NOUN,O
said,said,VERB,O
it,it,PRON,O
also,also,ADV,O
pl,pl,VERB,O
ans,##ans,VERB,O
in,in,ADP,O
the,the,DET,O
third,third,ADJ,O
quarter,quarter,NOUN,O
to,to,PART,O
write,write,VERB,O
down,down,ADP,O
the,the,DET,O
carry,carry,NOUN,O
ing,##ing,NOUN,O
value,value,NOUN,O
of,of,ADP,O
the,the,DET,O
T,T,PROPN,B-geo
art,##art,PROPN,I-geo
an,##an,PROPN,I-geo
mine,mine,NOUN,O
by,by,ADP,O
2,2,NUM,O
.,##.,NUM,O
5,##5,NUM,O
million,million,NUM,O
Canadian,Canadian,ADJ,O
d,d,NOUN,O
oll,##oll,NOUN,O
ars,##ars,NOUN,O
-,-,PUNCT,O
L,##L,PUNCT,O
RB,##RB,PUNCT,O
-,##-,PUNCT,O
US,US,SYM,O
$,##$,SYM,O
2,2,NUM,O
.,##.,NUM,O
12,##12,NUM,O
million,million,NUM,O
-,-,NOUN,O
RR,##RR,NOUN,O
B,##B,NOUN,O
-,##-,NOUN,O
",",",",PUNCT,O
